-1.875,-1.875,1.2965300835961084
-1.40625,-1.875,1.7941784178753606
-0.9375,-1.875,2.0779097688951107
-0.46875,-1.875,2.2308941470114023
0.0,-1.875,2.279608575538733
0.46875,-1.875,2.2308941470114023
0.9375,-1.875,2.0779097688951107
1.40625,-1.875,1.7941784178753606
1.875,-1.875,1.2965300835961084
-1.875,-1.40625,1.7941784178753606
-1.40625,-1.40625,2.1810919587834285
-0.9375,-1.40625,2.4198749854423744
-0.46875,-1.40625,2.5524448344028383
0.0,-1.40625,2.5951302848161077
0.46875,-1.40625,2.5524448344028383
0.9375,-1.40625,2.4198749854423744
1.40625,-1.40625,2.1810919587834285
1.875,-1.40625,1.7941784178753606
-1.875,-0.9375,2.0779097688951107
-1.40625,-0.9375,2.4198749854423744
-0.9375,-0.9375,2.6371249036914675
-0.46875,-0.9375,2.759276616283647
0.0,-0.9375,2.798809391092886
0.46875,-0.9375,2.759276616283647
0.9375,-0.9375,2.6371249036914675
1.40625,-0.9375,2.4198749854423744
1.875,-0.9375,2.0779097688951107
-1.875,-0.46875,2.2308941470114023
-1.40625,-0.46875,2.5524448344028383
-0.9375,-0.46875,2.759276616283647
-0.46875,-0.46875,2.876245318582845
0.0,-0.46875,2.9141917739177243
0.46875,-0.46875,2.876245318582845
0.9375,-0.46875,2.759276616283647
1.40625,-0.46875,2.5524448344028383
1.875,-0.46875,2.2308941470114023
-1.875,0.0,2.279608575538733
-1.40625,0.0,2.5951302848161077
-0.9375,0.0,2.798809391092886
-0.46875,0.0,2.9141917739177243
0.0,0.0,2.951650429449553
0.46875,0.0,2.9141917739177243
0.9375,0.0,2.798809391092886
1.40625,0.0,2.5951302848161077
1.875,0.0,2.279608575538733
-1.875,0.46875,2.2308941470114023
-1.40625,0.46875,2.5524448344028383
-0.9375,0.46875,2.759276616283647
-0.46875,0.46875,2.876245318582845
0.0,0.46875,2.9141917739177243
0.46875,0.46875,2.876245318582845
0.9375,0.46875,2.759276616283647
1.40625,0.46875,2.5524448344028383
1.875,0.46875,2.2308941470114023
-1.875,0.9375,2.0779097688951107
-1.40625,0.9375,2.4198749854423744
-0.9375,0.9375,2.6371249036914675
-0.46875,0.9375,2.759276616283647
0.0,0.9375,2.798809391092886
0.46875,0.9375,2.759276616283647
