-1.875;-1.875;0
-1.40625;-1.875;1.240196
-0.9375;-1.875;1.623798
-0.46875;-1.875;1.815461
0;-1.875;1.875
0.46875;-1.875;1.815461
0.9375;-1.875;1.623798
1.40625;-1.875;1.240196
1.875;-1.875;0
-1.875;-1.40625;1.240196
-1.40625;-1.40625;1.753902
-0.9375;-1.40625;2.043234
-0.46875;-1.40625;2.198632
0;-1.40625;2.248046
0.46875;-1.40625;2.198632
0.9375;-1.40625;2.043234
1.40625;-1.40625;1.753902
1.875;-1.40625;1.240196
-1.875;-0.9375;1.623798
-1.40625;-0.9375;2.043234
-0.9375;-0.9375;2.296397
-0.46875;-0.9375;2.435696
0;-0.9375;2.480392
0.46875;-0.9375;2.435696
0.9375;-0.9375;2.296397
1.40625;-0.9375;2.043234
1.875;-0.9375;1.623798
-1.875;-0.46875;1.815461
-1.40625;-0.46875;2.198632
-0.9375;-0.46875;2.435696
-0.46875;-0.46875;2.567449
0;-0.46875;2.60989
0.46875;-0.46875;2.567449
0.9375;-0.46875;2.435696
1.40625;-0.46875;2.198632
1.875;-0.46875;1.815461
-1.875;0;1.875
-1.40625;0;2.248046
-0.9375;0;2.480392
-0.46875;0;2.60989
0;0;2.65165
0.46875;0;2.60989
0.9375;0;2.480392
1.40625;0;2.248046
1.875;0;1.875
-1.875;0.46875;1.815461
-1.40625;0.46875;2.198632
-0.9375;0.46875;2.435696
-0.46875;0.46875;2.567449
0;0.46875;2.60989
0.46875;0.46875;2.567449
0.9375;0.46875;2.435696
1.40625;0.46875;2.198632
1.875;0.46875;1.815461
-1.875;0.9375;1.623798
-1.40625;0.9375;2.043234
-0.9375;0.9375;2.296397
-0.46875;0.9375;2.435696
0;0.9375;2.480392
0.46875;0.9375;2.435696
0.9375;0.9375;2.296397
1.40625;0.9375;2.043234
1.875;0.9375;1.623798
-1.875;1.40625;1.240196
-1.40625;1.40625;1.753902
-0.9375;1.40625;2.043234
-0.46875;1.40625;2.198632
0;1.40625;2.248046
0.46875;1.40625;2.198632
0.9375;1.40625;2.043234
1.40625;1.40625;1.753902
1.875;1.40625;1.240196
-1.875;1.875;0
-1.40625;1.875;1.240196
-0.9375;1.875;1.623798
-0.46875;1.875;1.815461
0;1.875;1.875
0.46875;1.875;1.815461
0.9375;1.875;1.623798
1.40625;1.875;1.240196
1.875;1.875;0
-1.757812;-1.757812;0.922735
-1.640625;-1.640625;1.283725
1.640625;1.640625;1.283725
1.757812;1.757812;0.922735
1.757812;-1.757812;0.922735
1.640625;-1.640625;1.283725
-1.640625;1.640625;1.283725
-1.757812;1.757812;0.922735
-1.640625;-1.875;0.90773
1.640625;-1.875;0.90773
-1.640625;1.875;0.90773
1.640625;1.875;0.90773
-1.875;-1.640625;0.90773
-1.875;1.640625;0.90773
1.875;-1.640625;0.90773
1.875;1.640625;0.90773
-2.125;-1.875;0
-2.125;-1.640625;0.90773
-2.125;-1.40625;1.240196
-2.125;-0.9375;1.623798
-2.125;-0.46875;1.815461
-2.125;0;1.875
-2.125;0.46875;1.815461
-2.125;0.9375;1.623798
-2.125;1.40625;1.240196
-2.125;1.640625;0.90773
-2.125;1.875;0
2.125;-1.875;0
2.125;-1.640625;0.90773
2.125;-1.40625;1.240196
2.125;-0.9375;1.623798
2.125;-0.46875;1.815461
2.125;0;1.875
2.125;0.46875;1.815461
2.125;0.9375;1.623798
2.125;1.40625;1.240196
2.125;1.640625;0.90773
2.125;1.875;0
-1.640625;-2.299264;-4.09227
-1.40625;-2.299264;-3.759804
-0.9375;-2.299264;-3.376202
-0.46875;-2.299264;-3.184539
0;-2.299264;-3.125
0.46875;-2.299264;-3.184539
0.9375;-2.299264;-3.376202
1.40625;-2.299264;-3.759804
1.640625;-2.299264;-4.09227
-1.640625;2.299264;-4.09227
-1.40625;2.299264;-3.759804
-0.9375;2.299264;-3.376202
-0.46875;2.299264;-3.184539
0;2.299264;-3.125
0.46875;2.299264;-3.184539
0.9375;2.299264;-3.376202
1.40625;2.299264;-3.759804
1.640625;2.299264;-4.09227
-2.549264;-1.640625;0.90773
-2.549264;-1.40625;1.240196
-2.549264;-0.9375;1.623798
-2.549264;-0.46875;1.815461
-2.549264;0;1.875
-2.549264;0.46875;1.815461
-2.549264;0.9375;1.623798
-2.549264;1.40625;1.240196
-2.549264;1.640625;0.90773
2.549264;-1.640625;0.90773
2.549264;-1.40625;1.240196
2.549264;-0.9375;1.623798
2.549264;-0.46875;1.815461
2.549264;0;1.875
2.549264;0.46875;1.815461
2.549264;0.9375;1.623798
2.549264;1.40625;1.240196
2.549264;1.640625;0.90773
-2.299264;-2.299264;-5
2.299264;-2.299264;-5
-2.299264;2.299264;-5
2.299264;2.299264;-5
-2.549264;-2.299264;-5
2.549264;-2.299264;-5
-2.549264;2.299264;-5
2.549264;2.299264;-5
