137
1  -1.875000  -1.875000  +0.000000  +1.296530  +0.000  +0.000  -0.407  1  INTERNAL_NODES
2  -1.406250  -1.875000  +1.240196  +1.794178  +0.000  +0.000  -2.559  1  INTERNAL_NODES
3  -0.937500  -1.875000  +1.623798  +2.077910  +0.000  +0.000  -2.971  1  INTERNAL_NODES
4  -0.468750  -1.875000  +1.815461  +2.230894  +0.000  +0.000  -2.673  1  INTERNAL_NODES
5  +0.000000  -1.875000  +1.875000  +2.279609  +0.000  +0.000  -2.580  1  INTERNAL_NODES
6  +0.468750  -1.875000  +1.815461  +2.230894  +0.000  +0.000  -2.667  1  INTERNAL_NODES
7  +0.937500  -1.875000  +1.623798  +2.077910  +0.000  +0.000  -2.953  1  INTERNAL_NODES
8  +1.406250  -1.875000  +1.240196  +1.794178  +0.000  +0.000  -2.546  1  INTERNAL_NODES
9  +1.875000  -1.875000  +0.000000  +1.296530  +0.000  +0.000  -0.407  1  INTERNAL_NODES
10  -1.875000  -1.406250  +1.240196  +1.794178  +0.000  +0.000  -2.559  1  INTERNAL_NODES
11  -1.406250  -1.406250  +1.753902  +2.181092  +0.000  +0.000  -5.650  1  INTERNAL_NODES
12  -0.937500  -1.406250  +2.043234  +2.419875  +0.000  +0.000  -5.390  1  INTERNAL_NODES
13  -0.468750  -1.406250  +2.198632  +2.552445  +0.000  +0.000  -4.849  1  INTERNAL_NODES
14  +0.000000  -1.406250  +2.248046  +2.595130  +0.000  +0.000  -4.679  1  INTERNAL_NODES
15  +0.468750  -1.406250  +2.198632  +2.552445  +0.000  +0.000  -4.840  1  INTERNAL_NODES
16  +0.937500  -1.406250  +2.043234  +2.419875  +0.000  +0.000  -5.365  1  INTERNAL_NODES
17  +1.406250  -1.406250  +1.753902  +2.181092  +0.000  +0.000  -5.619  1  INTERNAL_NODES
18  +1.875000  -1.406250  +1.240196  +1.794178  +0.000  +0.000  -2.546  1  INTERNAL_NODES
19  -1.875000  -0.937500  +1.623798  +2.077910  +0.000  +0.000  -2.971  1  INTERNAL_NODES
20  -1.406250  -0.937500  +2.043234  +2.419875  +0.000  +0.000  -5.390  1  INTERNAL_NODES
21  -0.937500  -0.937500  +2.296397  +2.637125  +0.000  +0.000  -4.523  1  INTERNAL_NODES
22  -0.468750  -0.937500  +2.435696  +2.759277  +0.000  +0.000  -4.060  1  INTERNAL_NODES
