97
89  +0.037500  -0.064952  +2.972111  +3.272792  +0.000  +0.000  -0.030  1 X1  
90  +0.844375  -0.487500  +2.000000  +2.821584  +0.000  +0.000  -1.166  1 X1  
91  +0.974279  -0.562500  +0.000000  +2.599999  +0.000  +0.000  -0.000  0 EXT  
92  +0.194856  -0.112500  +2.948683  +3.254990  +0.000  +0.000  -0.124  1 X1  
93  +0.324760  -0.187500  +2.900000  +3.218606  +0.000  +0.000  -0.218  1 X1  
94  +0.454663  -0.262500  +2.821584  +3.161895  +0.000  +0.000  -0.331  1 X1  
95  +0.584567  -0.337500  +2.703562  +3.081665  +0.000  +0.000  -0.477  1 X1  
96  +0.714471  -0.412500  +2.519615  +2.972111  +0.000  +0.000  -0.684  1 X1  
97  +0.064952  -0.037500  +2.972111  +3.272792  +0.000  +0.000  -0.030  1 X1  
180
1 2 0.30
3 4 0.30
4 5 0.30
5 6 0.30
6 7 0.30
7 8 0.30
8 1 0.30
3 9 0.30
10 11 0.30
12 13 0.30
13 14 0.30
14 15 0.30
15 16 0.30
16 10 0.30
17 12 0.30
17 9 0.30
18 19 0.30
20 21 0.30
21 22 0.30
22 23 0.30
23 24 0.30
24 18 0.30
25 20 0.30
25 9 0.30
26 27 0.30
28 29 0.30
29 30 0.30
30 31 0.30
31 32 0.30
32 26 0.30
33 28 0.30
33 9 0.30
34 35 0.30
36 37 0.30
37 38 0.30
38 39 0.30
39 40 0.30
40 34 0.30
41 36 0.30
41 9 0.30
42 43 0.30
44 45 0.30
45 46 0.30
46 47 0.30
47 48 0.30
48 42 0.30
49 44 0.30
49 9 0.30
50 51 0.30
52 53 0.30
53 54 0.30
54 55 0.30
55 56 0.30
56 50 0.30
57 52 0.30
57 9 0.30
58 59 0.30
60 61 0.30
61 62 0.30
62 63 0.30
63 64 0.30
64 58 0.30
65 60 0.30
65 9 0.30
66 67 0.30
68 69 0.30
69 70 0.30
70 71 0.30
71 72 0.30
72 66 0.30
73 68 0.30
73 9 0.30
74 75 0.30
76 77 0.30
77 78 0.30
78 79 0.30
79 80 0.30
80 74 0.30
81 76 0.30
81 9 0.30
82 83 0.30
84 85 0.30
85 86 0.30
86 87 0.30
87 88 0.30
88 82 0.30
89 84 0.30
89 9 0.30
90 91 0.30
92 93 0.30
93 94 0.30
94 95 0.30
95 96 0.30
96 90 0.30
97 92 0.30
97 9 0.30
74 82 0.05
82 90 0.05
90 1 0.05
1 10 0.05
10 18 0.05
18 26 0.05
26 34 0.05
34 42 0.05
42 50 0.05
50 58 0.05
58 66 0.05
66 74 0.05
80 88 0.05
88 96 0.05
96 8 0.05
8 16 0.05
16 24 0.05
24 32 0.05
32 40 0.05
40 48 0.05
48 56 0.05
56 64 0.05
64 72 0.05
72 80 0.05
79 87 0.05
87 95 0.05
95 7 0.05
7 15 0.05
15 23 0.05
23 31 0.05
31 39 0.05
39 47 0.05
47 55 0.05
55 63 0.05
63 71 0.05
71 79 0.05
78 86 0.05
86 94 0.05
94 6 0.05
6 14 0.05
